Indicator Name,Year,Angola,Arab World,Antigua and Barbuda,Bangladesh,Bahrain,Canada,Switzerland,China,Cote d'Ivoire,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Costa Rica,Cuba,Curacao,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan
CO2 emissions (kg per 2015 US$ of GDP),2018,0.282314938,0.665031424,0.32733497,0.401394183,0.900745074,0.348119549,0.050741311,0.783140523,0.18437359,0.066024517,0.643852411,0.254768846,0.281860837,0.129911533,0.292581227,,0.303717603,0.490849815,0.198865432,0.144584252,0.307644182,0.101106087,0.298446757,0.756498413,0.640989785,0.569759873,0.9156666,0.281434585,0.396039602,0.631018115,0.177318186,,0.199029804,0.606219247,0.205853049,0.197693299,0.48505031,0.176409278,0.264406516,0.119460364,,0.449789489,0.344183565,0.574951382,0.286025297,,0.326682478,0.378530614,0.265951148,0.476619039,0.324876359,0.284127027,,0.265584236,,0.537478888,0.237202411,,0.380573264,0.279438231,0.294171692,0.208782522,0.350080396,0.712481048,0.687976043,0.384022873,0.427284744,0.568474553,0.347328594,,0.949478513,0.10642921,1.428702438,0.879367744,0.08349865,0.178478329,0.170191455,0.580257316,0.601158076,0.242455326,1.073659877,0.240177758,1.49318853,0.410139559,0.241544159,0.393398551,0.804857561,0.289543149,1.121413109,0.545852201,0.342164161,0.788242638,0.534468774,0.306634146,0.156868126,0.69145897,0.262596326,0.377314595,,0.169710194,0.228011444,0.37256299,0.183686565,0.095076196,0.527596163,0.58377675,0.163604356,0.236609768,0.897183931,0.483192067,0.590400008,0.159583035,0.259574458,0.372594729,0.787484505,0.300680077,0.569774592,0.335215808,,,0.228402506,0.20469852,0.288515721,0.229161231,,0.52397807,0.358220522,1.161444022,0.137398857,0.846253411,0.749655967,0.251450457,0.471888792,0.130852017,0.205800746,0.214993159,0.271986177,,0.102957265,1.056508382,0.448162049,,0.448108701,0.482691916,0.390656749,0.413143607,0.340077012,0.288957308,0.066620302,0.25780073,,0.386354457,1.824217314,,0.754339907,0.830309895,0.332830622,0.586850878,0.794657675,1.472469281
CO2 emissions (kg per 2015 US$ of GDP),2019,0.293278484,0.662995851,0.313954058,0.359272445,0.942305816,0.333667121,0.050027855,0.752836117,0.184026785,0.068135749,0.726216783,0.246376225,0.298487291,0.123580177,0.268277348,,0.287499851,0.453129023,0.183141052,0.141402474,0.307122717,0.089285246,0.288676811,0.733959709,0.62303214,0.558149068,0.898239362,0.270035669,0.389681081,0.547397507,0.166065179,,0.182704979,0.374064086,0.197545711,0.184829709,0.46792112,0.160895151,0.267162065,0.114857905,,0.44576988,0.34116543,0.594090055,0.28878728,,0.374069113,0.36178249,0.260504812,0.485159834,0.29419597,0.305038399,,0.268633006,,0.55134629,0.226386544,,0.418565032,0.284924446,0.285997004,0.214225461,0.320671228,0.69319082,0.669752328,0.378720375,0.423338862,0.576835185,0.341615981,,0.901363469,0.096462201,1.439667381,0.895533173,0.07906905,0.17518344,0.165379006,0.56208827,0.553462026,0.235225039,0.969140094,0.231198049,1.264723733,0.421494146,0.234326523,0.373742205,0.819907269,0.287923552,1.036721827,0.576026457,0.356923316,0.897340351,0.522431281,0.300886836,0.151933721,0.671642542,0.248875816,0.383797616,,0.176803889,0.234689264,0.391853904,0.173685406,0.091801734,0.452879093,0.533259722,0.167578363,0.225227305,0.911999101,0.468282061,0.567476919,0.204066377,0.264965374,0.368153212,0.804737663,0.302086328,0.516091959,0.345078548,,,0.200414745,0.199169475,0.291927451,0.217716864,,0.534201305,0.33920745,1.165603071,0.129785919,0.802694318,0.742347316,0.262520325,0.545099922,0.128993255,0.204883684,0.203302788,0.306879962,,0.095754538,1.009085368,0.450017811,,0.449942007,0.469434708,0.38971186,0.505451648,0.311923379,0.271221861,0.063592664,0.265503627,,0.364106903,1.709079215,,0.731624463,0.806633098,0.353775382,0.596390903,0.81925627,1.383324531
CO2 emissions (kg per 2015 US$ of GDP),2020,0.252570029,0.667853762,0.354840846,0.320487269,0.973318369,0.320993687,0.047872131,0.748794189,0.181818262,0.066849745,0.79088268,0.265208247,0.300905821,0.11304988,0.300141359,,0.283119341,0.435950212,0.174193215,0.139537011,0.344371417,0.083923772,0.274728129,0.731748697,0.602029505,0.55899922,0.880746331,0.267442045,0.367138773,0.511270307,0.158111251,,0.172665622,0.265353014,0.190361436,0.17694094,0.43499214,0.146052771,0.237502702,0.110709961,,0.329159631,0.352474824,0.619372241,0.309004345,,0.358176672,0.362321922,0.269946541,0.451989537,0.274866936,0.331525083,,0.242573355,,0.380502336,0.216414926,,0.398412316,0.271501964,0.295867963,0.214315945,0.31819135,0.685741084,0.661767993,0.366852906,0.417068666,0.548040291,0.325837243,,0.869072629,0.085593006,1.373902907,0.921298951,0.075272456,0.166206272,0.16111058,0.43369135,0.509675499,0.232102256,1.029477991,0.231412721,1.251491935,0.331348166,0.255886405,0.350308061,0.884666506,0.277349075,1.031963346,0.584698384,0.378584075,1.039080154,0.530455661,0.314034341,0.150388609,0.711738977,0.230418689,0.38246051,,0.173810397,0.223852149,0.35617165,0.161361427,0.089325669,0.500306737,0.396620139,0.155544789,0.214178516,0.885289662,0.472982355,0.5748469,0.181311126,0.243046686,0.372293843,0.644275798,0.229416764,0.498651016,0.328140963,,,0.191135431,0.18778016,0.239481334,0.207035428,,0.542559926,0.327017424,1.137411281,0.127921698,0.770302205,0.756570535,0.25597127,0.467130573,0.129895705,0.155352812,0.209221818,0.268442345,,0.094098436,1.024791009,0.419042419,,0.419027461,0.469309708,0.380699074,0.588984355,0.301926544,0.258833643,0.062421988,0.264682625,,0.400857455,1.67158061,,0.729631655,0.791289085,0.343057438,0.61411941,0.816508772,1.441597199
CO2 emissions (kg per 2017 PPP $ of GDP),1996,0.235592596,0.314144167,0.222710072,0.069578579,0.511472313,0.436168684,0.115232935,0.96944235,0.067492983,0.05308518,0.248733845,0.169580297,0.061658005,0.110720698,,,0.32919888,0.524297097,0.279008376,,0.113750998,0.316755711,0.207659304,0.627953282,0.28527942,0.438146692,0.715400223,0.346214086,0.240127522,0.221331125,0.232947462,,0.194295933,0.910728389,0.066149564,0.265296843,0.476579447,0.375158249,0.110321439,0.173227518,,0.532048845,0.278928611,0.378742275,0.076013634,,0.101586498,0.089577108,0.069752122,0.830989701,0.305646,0.190610987,,0.097063621,,0.288485718,0.325779559,,0.166801939,0.09063886,0.206429059,0.046002318,0.340388382,0.468187167,0.442948868,0.210945347,0.30067255,0.189211841,0.129576568,,0.354796791,0.274734507,0.432473351,1.027856759,0.240733781,0.308535837,0.183835241,0.358963862,0.354821033,0.262554135,1.12836788,0.075440851,0.468603866,0.213929102,0.191194456,0.465061603,0.346059211,0.179923632,0.064714751,0.271893859,,,0.092822415,0.1381319,0.083414993,0.306942328,0.442656227,0.181413514,,0.063542524,0.307083288,0.168197975,0.274735645,0.152800243,0.047366991,,0.22463984,0.327133829,0.257274946,,0.184765618,0.11795804,0.182545961,0.217417314,,0.122116505,0.699745129,0.235714377,,,0.18402235,0.082405981,0.175052851,0.335885249,,,0.432460948,0.842517304,0.094568712,0.291639281,0.264352455,0.044500323,0.138717866,0.208709269,0.1929589,0.064982173,0.12399097,,,0.838415634,0.28713196,,0.287037418,,,0.373119469,0.556565804,0.346616386,0.207353219,0.223452763,,0.173423703,,,0.61731848,0.687687261,0.184078077,0.278981888,0.32724142,1.709693842
CO2 emissions (kg per 2017 PPP $ of GDP),1997,0.229749998,0.315667304,0.221763963,0.075080365,0.505268051,0.431959955,0.109464214,0.9058533,0.075508739,0.056210533,0.258054892,0.179406429,0.062768931,0.104207021,,,0.325561932,0.516864723,0.264490919,,0.145495981,0.26595926,0.217298584,0.606691297,0.286260143,0.429274289,0.662305187,0.325343822,0.239334447,0.224900777,0.22438667,,0.202413519,0.823041627,0.068337997,0.253549981,0.463837862,0.341814969,0.109637756,0.165215744,,0.596607036,0.252835848,0.29721862,0.075492734,,0.101252539,0.089043122,0.073006518,0.458087753,0.296091651,0.192209086,,0.098467828,,0.296145659,0.321087955,,0.164864555,0.091483977,0.217551641,0.053933572,0.321745848,0.452753402,0.428852219,0.207254123,0.297074283,0.199376593,0.128505999,,0.360897949,0.255641862,0.445905353,1.019532794,0.216276676,0.310890706,0.182004547,0.369389645,0.355971912,0.257359857,0.956498475,0.070907711,0.420329899,0.200083411,0.187461567,0.461160492,0.353610647,0.181583978,0.064033256,0.307229828,,,0.095714969,0.131516282,0.08000285,0.307368533,0.444925492,0.17857388,,0.06294943,0.29361761,0.173469392,0.252244787,0.153295643,0.050436459,,0.239775215,0.322480962,0.250660804,,0.190457957,0.116612983,0.17081087,0.230017848,,0.136721132,0.637569726,0.239728597,,,0.18418149,0.087210076,0.178801926,0.331499218,,,0.415704145,0.772937593,0.086032161,0.297392881,0.264373949,0.045829921,0.14784842,0.190891879,0.201734442,0.050929827,0.145667669,,,0.850212655,0.284455867,,0.284362177,0.356622954,,0.356670301,0.526668079,0.339354511,0.181371178,0.220349828,,0.179960146,,,0.597144947,0.637642468,0.090600984,0.296535043,0.361086774,1.922969252
CO2 emissions (kg per 2017 PPP $ of GDP),1998,0.227782294,0.301734194,0.226305511,0.072433089,0.518065864,0.422715878,0.109970581,0.867331919,0.072669829,0.05728379,0.295175575,0.17903491,0.067781878,0.108531749,,,0.321660027,0.493032935,0.257072955,,0.14297458,0.244208672,0.233297881,0.615432229,0.289093081,0.429652364,0.6736075,0.318543519,0.227271309,0.222915433,0.221228013,,0.199832709,0.725614786,0.074701961,0.245596107,0.41777648,0.306171068,0.1055233,0.169280745,,0.616668684,0.280533168,0.260661989,0.108791478,,0.103198548,0.091885031,0.088724344,0.449911445,0.296442308,0.185888486,,0.118622325,,0.305645494,0.312214392,,0.184473954,0.0934754,0.230934359,0.054264919,0.311642283,0.448121119,0.424454542,0.207953732,0.29665888,0.230863254,0.130939638,,0.346931458,0.251023142,0.434726179,0.583546869,0.201389525,0.301749461,0.183437848,0.399866432,0.351390619,0.251262659,1.001549535,0.07484356,0.436439405,0.179209617,0.203896504,0.412814554,0.385256151,0.184969925,0.063528078,0.298716219,,,0.087580603,0.13676676,0.074837839,0.330753275,0.429941073,0.176746543,,0.062186204,0.257367257,0.194902678,0.241618238,0.154802373,0.051737429,,0.233369553,0.313402317,0.238051581,,0.187442033,0.134033331,0.165418837,0.229412653,,0.156947465,0.562951279,0.198036455,,,0.191842074,0.090539459,0.177360076,0.322438406,,,0.371703924,0.815350963,0.078832345,0.287498917,0.273082028,0.039911993,0.156219311,0.189468206,0.205788535,0.054075402,0.151161141,,,0.823118654,0.280006379,,0.279922025,0.356755958,,0.348644505,0.495626874,0.323930163,0.176849002,0.218884897,,0.185927902,,,0.606759839,0.635092293,0.145663743,0.283732565,0.377284571,1.874137259
CO2 emissions (kg per 2017 PPP $ of GDP),1999,0.234157362,0.299808945,0.228362692,0.072278571,0.495487561,0.409828736,0.108858479,0.785042939,0.098344742,0.055167554,0.30973087,0.160614126,0.069892127,0.10453065,,,0.318449844,0.45622487,0.243079361,,0.15688583,0.22536949,0.235827861,0.575607806,0.290692413,0.415706982,0.65627542,0.307054095,0.210737696,0.220708352,0.213533252,,0.20772948,0.686992859,0.06991259,0.234722669,0.393539921,0.28945386,0.099528695,0.16102747,,0.566522234,0.29062576,0.229619687,0.111491095,,0.104610793,0.091647502,0.097604507,0.577024311,0.288491009,0.180216107,,0.113034093,,0.294853625,0.304007534,,0.188470435,0.093758322,0.2327166,0.055724713,0.305294288,0.431292698,0.409333063,0.207469236,0.297482515,0.243679644,0.130429865,,0.343532026,0.236296879,0.473589284,0.393175899,0.190163647,0.300408769,0.183313702,0.406106553,0.34021475,0.260730636,0.880530766,0.076131182,0.334520485,0.18606731,0.207147928,0.406022483,0.425865317,0.183119449,0.060989573,0.31469648,,0.320435468,0.094811842,0.163550767,0.075563554,0.337484863,0.412043547,0.167714329,,0.060995687,0.251018257,0.183249844,0.222741918,0.158924773,0.066840404,,0.233133533,0.304876818,0.267166299,,0.19803181,0.113004801,0.175685455,0.215225695,,0.151190262,0.521971372,0.17818273,,,0.20656883,0.091780522,0.169523393,0.313612794,,,0.318578602,0.784722547,0.077884938,0.288538857,0.290580875,0.043077112,0.161827704,0.182872157,0.213920551,0.043920048,0.14639014,,,0.646843388,0.267007488,,0.266939813,0.354671511,,0.356625485,0.487243956,0.295765426,0.166450921,0.228157738,,0.191258423,,,0.566562509,0.613584675,0.202398453,0.286003719,0.334736107,1.904252787
CO2 emissions (kg per 2017 PPP $ of GDP),2000,0.209039374,0.293570616,0.224507013,0.070629345,0.483510204,0.405370469,0.102786496,0.767860779,0.093670281,0.046180873,0.315911091,0.164626165,0.068257846,0.098894018,,,0.311745698,0.486916609,0.235261909,,0.187764209,0.201428587,0.236424107,0.566151482,0.288741665,0.41230196,0.621660144,0.2967812,0.212677351,0.204070994,0.207027041,,0.208023317,0.601686816,0.073802484,0.226504836,0.384237885,0.266815091,0.107721636,0.154217392,,0.507861954,0.298763788,0.237969488,0.09144961,,0.106397871,0.081822606,0.071029688,0.292591155,0.300051451,0.166291437,,0.125355602,,0.285928232,0.29842255,,0.184620974,0.092281099,0.220178405,0.05890647,0.275669666,0.423398278,0.402519969,0.207602197,0.30085117,0.233210643,0.128185057,,0.344234318,0.229819984,0.471089875,0.405253486,0.190557265,0.29737821,0.177965351,0.405991596,0.362880556,0.257074011,0.785612203,0.084682094,0.307875839,0.19367094,0.202912783,0.414309141,0.443199296,0.183762381,0.059285521,0.285698143,0.085252694,0.319801952,0.099523226,0.167206485,0.069808848,0.336839681,0.407656876,0.159049803,,0.062470107,0.267042096,0.187282689,0.214634244,0.132823512,0.064898694,,0.233296103,0.300070796,0.286514859,0.341075667,0.189172533,0.11593868,0.168497451,0.207115283,0.806081118,0.168275623,0.477870147,0.186685933,,,0.197227867,0.077614042,0.176695476,0.308252784,,0.558929576,0.32568629,0.732169302,0.095921953,0.28739186,0.286744981,0.043450972,0.15982344,0.186859468,0.257535035,0.069601602,0.145418451,,,0.657479145,0.265178307,,0.265097019,0.335871439,,0.240544378,0.450971558,0.278241502,0.147815414,0.194422174,,0.174767875,,,0.557041175,0.582037523,0.151546566,0.273570875,0.267283949,1.844767931
CO2 emissions (kg per 2017 PPP $ of GDP),2001,0.197528679,0.304377369,0.242279043,0.083293279,0.486907873,0.392356724,0.104539514,0.747443282,0.095804653,0.045166608,0.297093123,0.163536391,0.069817472,0.104750945,,,0.294187013,0.471115058,0.236218605,,0.208576912,0.206025744,0.234618386,0.561033601,0.291138793,0.412578228,0.599927297,0.292426426,0.224865645,0.217894138,0.20608996,,0.201156161,0.578982491,0.084320737,0.225241589,0.377178503,0.288300467,0.131339583,0.152686133,,0.461523991,0.299530098,0.167277577,0.096726438,,0.107696364,0.097492711,0.070075632,0.261325406,0.294696264,0.177076221,,0.127644221,,0.276777485,0.295474236,,0.209021626,0.092880633,0.22728596,0.064212352,0.272863916,0.421430621,0.400420947,0.205535737,0.295103487,0.242186286,0.129263465,,0.333882757,0.229948509,0.478479055,0.44333296,0.178088003,0.30135514,0.174669001,0.401196426,0.3443498,0.253472265,0.676565697,0.074501864,0.249434637,0.192131995,0.200870826,0.403472938,0.471987595,0.183545674,0.061942524,0.296517494,0.087202913,0.323590009,0.105715105,0.170685333,0.071117615,0.348855567,0.401265667,0.199073337,,0.05811764,0.264389821,0.189500182,0.216248489,0.131849587,0.066609703,,0.242174048,0.296419266,0.30607502,0.336125654,0.185396302,0.135653636,0.15519873,0.196282977,0.772706409,0.201791917,0.468504871,0.189654077,,,0.192596499,0.080276633,0.192125168,0.30424718,,0.537666178,0.331158239,0.698122089,0.090231108,0.280830565,0.295409086,0.044843771,0.167987144,0.18849556,0.292158895,0.098666185,0.150216906,,,0.64630104,0.276890599,,0.276823428,0.334996644,0.142944241,0.237107946,0.442551334,0.285112662,0.143569752,0.195074315,,0.197095917,,,0.552176995,0.563683483,0.13954206,0.279858236,0.238271833,1.796229095
CO2 emissions (kg per 2017 PPP $ of GDP),2002,0.170878951,0.312829847,0.249649065,0.085380838,0.495143915,0.394196755,0.100952264,0.736719478,0.103720343,0.046248826,0.184444249,0.153610267,0.068168995,0.10316722,,,0.290783171,0.448422075,0.23269548,,0.162952818,0.203535703,0.247002305,0.557158449,0.293081284,0.41430839,0.576543336,0.287035214,0.215310494,0.217404221,0.204427229,,0.207742766,0.526720415,0.086274629,0.22190126,0.356993205,0.294373267,0.107279117,0.148691121,,0.417836628,0.287238476,0.133437012,0.113390639,,0.106455403,0.096718668,0.073351639,0.192349995,0.283538046,0.173918315,,0.131098535,,0.270031587,0.289077899,,0.211451054,0.095027508,0.226871013,0.072544559,0.257362365,0.418396349,0.39674685,0.196797229,0.273508708,0.234503675,0.130074191,,0.332413281,0.212848286,0.462477969,0.451299984,0.183685582,0.31798458,0.17698089,0.39977876,0.337993537,0.260804946,0.687660115,0.07207585,0.312632825,0.233134614,0.211805083,0.378087279,0.478893081,0.182584305,0.064791661,0.285774745,0.083194933,0.335095163,0.112315422,0.171049853,0.070972046,0.348702401,0.385489193,0.164635078,,0.057640414,0.207417981,0.194665393,0.216184188,0.128731744,0.053512243,,0.230718275,0.289655673,0.3308979,0.33399172,0.185367581,0.115480331,0.153793322,0.191938448,0.750498003,0.215450699,0.449294394,0.170584118,,,0.204266463,0.08386115,0.175182346,0.296968089,,0.568967904,0.30839617,0.666001485,0.09411236,0.28010743,0.325713236,0.052170055,0.172551464,0.178183882,0.315004496,0.087692421,0.149571568,,,0.654608506,0.262131128,,0.262090795,0.332181368,0.150705168,0.169231534,0.417840048,0.278044255,0.144568107,0.181649187,,0.211939541,,,0.549350239,0.541500418,0.153348007,0.281044303,0.213422458,1.896385668
CO2 emissions (kg per 2017 PPP $ of GDP),2003,0.177289405,0.307214133,0.253327477,0.085537534,0.48536021,0.402129491,0.103919512,0.780316494,0.084489136,0.0530539,0.214146295,0.146125618,0.085022615,0.103834276,,,0.309659332,0.44429881,0.2352956,,0.176288479,0.223058267,0.224489335,0.588789469,0.288496707,0.432805148,0.560765342,0.289121495,0.213795787,0.216501813,0.207184184,,0.20553575,0.551946548,0.096878022,0.225280855,0.361421391,0.326203922,0.125534625,0.149730624,,0.437875859,0.303614653,0.128223856,0.103120238,,0.110133721,0.090501234,0.092643266,0.185504532,0.278053102,0.168467527,,0.128730724,,0.271062702,0.28755667,,0.223463976,0.095464846,0.228954661,0.069455976,0.258793259,0.427801518,0.404887186,0.191780405,0.261435299,0.244487927,0.131018179,,0.316418998,0.207359501,0.448605403,0.635215304,0.178440977,0.323085567,0.18419818,0.398640849,0.332879727,0.258387798,0.701511115,0.062460018,0.328254515,0.243193059,0.220586583,0.36886768,0.426729338,0.181875726,0.063625212,0.286356493,0.127772789,0.31819175,0.107842535,0.169887344,0.0697584,0.34806883,0.380592708,0.168104497,,0.061706889,0.211566622,0.21323713,0.219629938,0.137934064,0.055824506,,0.233253461,0.288798121,0.359575373,0.341945559,0.180960209,0.113181643,0.144591585,0.187478227,0.770455535,0.237996827,0.449836668,0.171951004,,,0.190215396,0.083841446,0.188072541,0.29601377,,0.586511466,0.315503561,0.63840095,0.079253893,0.268687949,0.306323076,0.050470428,0.160084784,0.157499986,0.308685624,0.088595348,0.161530653,,,0.67006209,0.266246337,,0.266212138,0.342297048,0.157307909,0.176082927,0.398825938,0.268108791,0.144388036,0.162125105,,0.218868911,,,0.581510287,0.530055701,0.196028718,0.269213362,0.195993029,2.055400484
CO2 emissions (kg per 2017 PPP $ of GDP),2004,0.166357398,0.298567936,0.243963583,0.086666397,0.453263387,0.384267502,0.102188609,0.818970599,0.084326394,0.048239791,0.225535846,0.138465296,0.091482674,0.101915884,,,0.292758437,0.425310916,0.228193614,,0.203171636,0.197064626,0.201998131,0.617658636,0.285784636,0.449307971,0.517212072,0.278522239,0.209768386,0.225946285,0.203433083,,0.209883894,0.519045926,0.090596137,0.219479852,0.319711388,0.296073549,0.151777768,0.14603904,,0.401384112,0.285358663,0.129489001,0.090670276,,0.111711068,0.089792795,0.094913285,0.265339088,0.263676341,0.164703289,,0.127315497,,0.27578221,0.280646786,,0.236361394,0.095257227,0.214522914,0.064804324,0.238677625,0.430376927,0.406942393,0.187491175,0.253092202,0.237906651,0.129487552,,0.314603254,0.196824597,0.460717305,0.448942187,0.171739866,0.309482008,0.185623418,0.392504709,0.329126876,0.251476091,0.692128517,0.066603625,0.305504771,0.270082496,0.230284783,0.36726854,0.412377121,0.180247471,0.062927207,0.275585153,0.146108687,0.301722439,0.111650072,0.164122074,0.066551519,0.357283674,0.370907482,0.156853968,,0.063693213,0.189300058,0.201114169,0.217572101,0.133209355,0.049582584,1.159147591,0.220322956,0.282167514,0.350020679,0.328003263,0.188406131,0.10686774,0.158454418,0.17971311,0.742272356,0.262449275,0.434419877,0.162034903,,,0.191828954,0.081310979,0.200634249,0.288592411,,0.524956304,0.277552293,0.592187811,0.071329802,0.268915171,0.298745302,0.053424516,0.183800014,0.14874555,0.305209884,0.080513799,0.164203885,,,0.664227954,0.263903092,,0.263895546,0.330855757,0.171760003,0.183199833,0.36992642,0.261686761,0.134351847,0.154743946,,0.252136109,,,0.610891005,0.490585231,0.191963899,0.276277838,0.212158864,2.084849734
