Indicator Name,Year,Angola,Arab World,Antigua and Barbuda,Bangladesh,Bahrain,Canada,Switzerland,China,Cote d'Ivoire,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Costa Rica,Cuba,Curacao,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2001,,,,,,-57.71240675,1.894357544,,,,,,,,,,,-7.890149675,-32.92337618,,,2.782195847,,,,,,,,,,,-23.20336634,4.242324745,,,,-24.34623077,,-54.67078526,,,,,,,,,,,-3.103038422,,,,,,,,,,-7.38812247,,-1.707484533,,,,,,,,,-0.890545579,,,0.914874216,,-86.90982075,,,-87.4236916,,,,,,-34.642,,,,,,,,,,,,,,,,,2.273576333,-20.39670276,,,-26.04810409,,,,,,,,,,-15.94255199,,,,-13.77915471,,,,,,-39.00718793,-537.6240897,,,,,,,,,,,,,,,,,,,-6.294319586,-8.481346826,-38.7233711,,,,,,,,,,,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2002,,,,,,87.37715568,1.633843277,,,,,,,,,,,-7.645390006,16.61947161,,,3.646130809,,,,,,,,,,,-23.38220397,2.643324851,,,,-24.63606085,,-60.26450111,,,,,,,,,,,-3.219201269,,,,,,,,,,-7.556790989,,-0.90600648,,,,,,,,,-1.085057612,,,0.893662283,,-92.83190687,,,-88.59969253,,,,,,,,,,,,,,,,,,,,,,,2.241624362,-25.06047751,,,-23.57972213,,,,,,,,,,-16.6510799,,,,-13.56114755,,,,,,-36.53607745,-566.8685451,-7.0098,,,,,,,,,,,,,,,,,,-6.505428281,-8.485142059,-41.02894779,,,,,,,,,,,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2003,,,,,,42.98973411,-1.167599567,,,-178.7794,,,,,,,,-5.745529118,16.26901218,,,2.901650791,,,,,,,,,,,-22.5533135,1.056915179,,,,-24.99193472,,-62.44294115,,,,,,,,,,,-2.904011423,,,,,,,,,,-7.749915477,,-3.068248749,,,,,,,,,-1.161859367,,,0.869526897,,-83.61875613,,,-97.71791115,,,,,,,,,,,,,,,,,,,,,,,2.594324919,-27.84884607,,,-25.28927432,,,,,,,,,,-18.05354332,,,,-7.806265294,,,,,,-36.17372993,-557.2228608,,,,,,,,,,,,,,,,,,1.5407,-5.80999175,-8.154665238,-39.76583467,,,,,,,,,,-1.93,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2004,,,,,,96.81801785,-0.454208509,,,,,26.0145,,,,,,-6.189694695,16.05591264,,,2.299888413,,,,,,,,,,,-24.2587574,-5.713943377,,,,-24.94012861,,-63.8771679,,,,,,,,,,,-3.071169326,,,,,,,,,,-7.934529556,,-2.128899038,,,,,,,,,-1.134080533,,,0.84023887,,-87.97125325,,,-97.22711475,,,,,,,,,,,,,,,,,,,,,,,2.557810082,-27.1817175,,,-26.51161667,,,,,,,,,,-21.32496757,,,,-11.61572951,,,,,,-35.49198393,-542.47958,,,,,,,,,,,,,,,,,,,-5.102002091,-8.491307754,-36.41084847,,,,,,,,,,,-0.83
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2005,,,,,,53.53278203,-0.373288965,,,,,,,-3.5073,,,,-6.686635241,15.76066129,,,3.58931785,,,,,,,,,,,-24.59556032,-8.665242216,,,,-27.6634557,,-64.88133453,,,,,,,,,,,-3.051402766,,,,,,,,,,-8.100009073,,-4.221097761,,,,,,,,,-1.364228359,,,0.808687799,,-90.54239547,,,-90.27347702,,,-0.6881,,,,,,,,,,,,,,,,,,,,2.687377967,-29.61285538,,,-25.54275788,,,,,,,,,,-26.66033168,,,,-6.215758189,,,,,,-37.18108383,-537.9232198,,,,,,,,,,,,,,,,,,,-1.429592468,-8.458904141,-36.24393643,,,,,,,,,,,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2006,,,,,,64.62093276,0.952185027,,,,,,,,,,,-3.472070328,14.07440976,,,2.913784844,,,,,,,,,,,-27.65481659,-1.578585996,,,,-31.22431357,,-69.38927162,,,,,,,,,,,-3.138710147,,,,,,,,,,-8.215435502,,-2.289157059,,,,,,,,,-1.406072684,,,0.779028569,,-96.96450288,,,-84.53865387,,,,,,,,,,,,,,,,,,,,,,,2.675303446,-24.23793676,,,-23.72806292,,,,,,,,,,-29.75088566,,,,-11.90070987,,,,,,-37.19981572,-532.2182948,,,,,,,,,,,,,,,,,,,-4.13104135,-8.247308355,-34.98825932,,,,,,,,,,,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2007,,,,,,51.42915367,0.568848872,,,,,,,,,,,-0.729981896,15.18807825,,,-0.087492018,,,,,,,,,,,-29.66001355,-13.71158714,,,,-23.33953766,,-68.51889242,,,,,,,,,,,-2.933658523,,,,,,,,,,-8.505750697,,-2.688326667,,,,,,,,,-1.870121499,,,0.746748711,-0.401,-73.31029088,,,-83.74751906,,,,,,,,,,,,,,,,,,,,,,,2.506586525,-28.27971588,,,-21.45999987,,,,,,,,,,-26.96011308,,,,-12.55628125,,,,,,-36.11444242,-561.6815851,,,,,,,,,,-0.004,,,,,,,,,-3.959396643,-8.478681724,-34.1963819,,,,,,,,,,,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2008,,,,,,-16.94842821,0.574134454,,,,,,,,,,,-4.778283534,15.21643599,,,-2.115211757,,,,,,,,,,,-29.11836661,-0.326317027,,,,-27.01048518,,-68.90309124,,,,,,,,,,,-3.079269456,,,,,,,,,,-8.643110525,,-3.933389257,,,,,,,,,-2.35743211,,,0.718255635,,-92.82781845,,,-78.31829512,,,,,,,,,,,,,,,,,,,,,,,2.668033639,-34.30319084,,,-29.36013612,,,,,,,,,,-34.85782161,,,,-13.45436079,,,,,,-36.41455523,-592.8036797,,,,,,,,,,,,,,,,,,,-3.176158962,-8.482719146,-33.87870475,,,,,,,,,,,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),2009,,,,,,-12.10015957,0.088559671,,,,,,,,,,,-6.863146834,17.56333955,,,-1.118911594,,,,,,,,,,,-28.62795616,-7.03459256,,,,-40.5584185,,-63.92045205,,,,,,,,,,,-3.01856281,,,,,,,,,,-8.71205833,,-3.018598157,,,,,,,,,-2.17305788,,,0.681105929,,-94.67097247,,,-71.52347335,,,,,,,,,,,,,,,,,,,,,,,2.47502938,-25.32849874,,,-26.68274779,,,,,,,,,,-37.17530014,,,,-14.09456126,,,,,,-36.53339255,-656.4776136,,,,,,,,,,,,,,,,,,,-3.449007525,-8.458197785,-41.63833068,,,,,,,,,,,
HFC gas emissions (thousand metric tons of CO2 equivalent),2000,0.7,,,0,0,6202.8,848.2,38094,0,0,0.8,0,,25.2,34.2,,78.4,399.5,11277.6,,,662.2,0,,,,,,19.7,94.7,,0,3296.8,7.8,3.6,,,378.2,,9406.4,,,2.9,2.5,1.9,0,,,,,2368.4,,,157.6,,,,0,0,,16.3,0,428.2,,,,,0,,,8107.2,416.3,0,0,22.3,691.9,7099.5,17.8,19.7,34139.8,57.5,0,7.9,,,8371.9,147.3,,,0,,0,,,,6.9,,0,,,88.1,0,6200.4,162.3,0,,347.3,,8.6,,0,0,103.1,0,,,667.2,,,1760.1,352.7,0,,,,0,118.2,16788.7,,,75.5,0,0,728.9,,,41.4,,,1662,,,,,,,109.3,144.1,568.8,,,,0,,,,0,0,2.5,10.9
HFC gas emissions (thousand metric tons of CO2 equivalent),2005,19.3,,,0,0,11928.4,1613.8,146690,0,0,4.7,0,,61.5,127.8,,188.3,1078.7,14684.6,,,1249.5,0,,,,,,62.2,315.4,,0,6300.3,33.8,10.3,,,754.9,,12734.7,,,8.4,11.8,7.8,0,,,,,1911.4,,,477.8,,,,0,0,,47.5,0,1191.4,,,,,0,,,9845.2,859.7,0,0,46.6,1305,9114.5,50.3,110.3,40768.5,336.7,0,24,,,4933.9,539.6,,,0,,0,,,,26.1,,0,,,339.1,0,3119.5,319,0,,721.7,,173.6,,0,0,327.6,0,,,1736.7,,,2787.1,647.7,0,,,,0,418.8,24231.3,,,196.9,0,0,1429.7,,,76.4,,,4293.8,,,,,,,319.7,356.4,1131.9,,,,0,,,,0,0,11.9,72.9
HFC gas emissions (thousand metric tons of CO2 equivalent),2008,26.5,,,0,0,15474.8,2116.4,152999,0,0,6.7,0,,83.2,185.9,,256.1,1459,19466.8,,,1629.6,0,,,,,,86.7,439.7,,0,8600.9,47.6,13.3,,,1003.2,,16851.1,,,11.8,16.7,11.2,0,,,,,1000.3,,,665.8,,,,0,0,,66.3,0,1652.9,,,,,0,,,13553.7,1152.6,0,0,61.8,1687.8,11924.5,70.3,158.8,52871.9,482.9,0,34.8,,,2511.2,779,,,0,,0,,,,39.2,,0,,,476.9,0,3988.8,422,0,,971.4,,266.9,,0,0,452,0,,,2378,,,3693.8,854.4,0,,,,0,596.4,28623.5,,,266.5,0,0,1876.4,,,99.6,,,5979,,,,,,,442.3,486,1498,,,,0,,,,0,0,17.2,112.2
HFC gas emissions (thousand metric tons of CO2 equivalent),2010,31,,,0,0,21577,2277,183870,0,0,8,0,,98,226,,304,3613,19780,,,1693,0,,,,,,104,527,,0,9968,58,16,,,1203,,18867,,,14,20,13,0,,,,,1204,,,797,,,,0,0,169,78,0,1749,,,1787,1563,0,224,,13425,1192,0,0,81,1967,14097,84,193,60318,584,0,42,,,2844,948,,,0,,0,,,,48,,0,,,574,0,4612,465,0,,1202,,332,1057,0,0,539,0,,,2036,745,,4236,1052,0,,,,0,758,26909,,,316,0,0,2207,,,116,,,7204,,,,1141,,,1522,539,1593,,,,0,,,,0,0,21,139
Land area where elevation is below 5 meters (% of total land area),2000,0.160554592,0.540842333,17.23680919,15.86615036,33.80524019,0.646344356,0,0.817966493,0.512809665,0.02737755,0.234273168,1.13495454,4.02107713,2.92573047,14.93668359,7.269960077,2.13012284,0,3.311633344,0.748581142,2.994706074,13.40343125,2.4312902,2.417170431,1.393030509,1.936449468,0.54429034,0.889947405,1.285707382,1.506445019,2.503147233,1.279080915,0.816065359,3.443791131,0,2.101254586,0.695126488,1.216490564,8.297962747,1.492123778,2.760065224,20.28671436,1.430453613,1.396108529,0.727868499,47.69860751,1.377854245,18.92122022,16.0430891,0.816320273,3.414686701,7.817426286,5.101363534,0.732624066,4.945440256,5.218628309,1.255110848,13.30854779,4.494510109,0.48407641,1.60994689,2.341328412,0,1.080422561,1.015515984,0.829151262,1.216554246,7.71005538,0.745863178,3.820285762,1.250396521,2.052927987,0.780218808,2.880267696,1.861660948,0.493446011,3.281714404,4.803255534,0.004266879,3.254998666,0,0.274727761,0,67.58621215,8.113386577,2.980792543,8.591601199,1.195528585,0,0.62354694,1.103728574,0.479890991,1.08239954,3.521182321,0,6.890261859,1.055359841,0.201182292,5.407733747,0,2.106961694,5.893451888,52.0084577,1.598686808,0,13.51129113,4.626273631,1.27726425,0.793991213,0.918811852,1.306018573,4.491077187,0.29548121,4.649316832,16.01845425,3.841860969,1.059837491,0.529109929,6.787951022,1.668703566,1.685112204,0,8.083694194,1.226036712,30.04585827,11.55718113,1.385362398,0.674586411,0,1.473382281,0.380595151,0.083649278,4.34850399,9.756891911,7.290032776,5.256683491,3.631282195,0,0.240375613,0,0.434358356,0,0.434857295,2.198202015,3.401357797,6.356288537,0,0.106451098,0.99600367,0,19.21363355,26.05096368,0.030984741,63.31447559,2.422658756,0.56215318,0.411133632,4.239053867,0,0
Land area where elevation is below 5 meters (% of total land area),2015,0.160554592,0.558047432,17.23680919,15.86615036,33.80524019,0.646344356,0,0.817966493,0.512809665,0.02737755,0.234273168,1.13495454,4.02107713,2.92573047,14.93668359,7.269960077,2.13012284,0,3.311633344,0.748581142,2.994706074,13.40343125,2.4312902,2.417590209,1.387567802,1.93702681,0.544217403,0.889801217,1.285707382,1.506445019,2.501753405,1.279080915,0.816065359,3.443791131,0,2.100560701,0.684614009,1.216490564,8.297962747,1.492123778,2.760065224,20.28671436,1.430453613,1.396108529,0.727868499,47.69860751,1.377854245,18.92122022,16.0430891,0.816320273,3.414686701,7.817426286,5.101363534,0.732624066,4.945440256,5.218628309,1.255016554,13.30854779,4.494510109,0.492172537,1.60994689,2.341328412,0,1.080686237,1.012616554,0.819309187,1.215268207,7.71005538,0.735206436,3.820285762,1.250396521,2.052927987,0.780218808,2.880267696,1.861660948,0.493446011,3.281714404,4.803255534,0.004266879,3.254998666,0,0.274727761,0,67.58621215,8.113386577,2.980792543,8.591601199,1.193028397,0,0.62354694,1.103728574,0.479890991,1.08239954,3.521182321,0,6.890261859,1.055039595,0.201182292,5.407733747,0,2.106961694,5.893451888,52.0084577,1.598686808,0,13.51129113,4.626273631,1.277109474,0.793991213,0.921387563,1.306018573,4.491077187,0.29548121,4.649316832,16.01845425,3.841860969,1.059837491,0.524146118,6.787951022,1.668703566,1.685112204,0,8.083694194,1.224415456,30.04585827,11.55718113,1.385362398,0.674586411,0,1.473559024,0.380595151,0.083649278,4.34850399,9.756891911,7.290032776,5.256683491,3.631282195,0,0.240375613,0,0.428695826,0,0.429189161,2.200629714,3.401357797,6.356288537,0,0.106451098,0.99600367,0,19.21363355,26.05096368,0.030984741,63.31447559,2.423077685,0.56209803,0.411133632,4.239053867,0,0
Marine protected areas (% of territorial waters),2016,0.004860726,3.982937454,0.191718498,5.356940135,1.244628446,0.871872218,,3.766775077,0.074352759,0.233690654,3.205932229,2.063793258,0.022960018,0.833521087,4.324744631,0.032749304,0.123118249,,45.35655161,0.540455974,0.013913431,17.84814939,9.08469123,3.023068578,2.215183248,16.01668092,2.65442372,4.795798111,13.05063954,4.951564185,19.01539613,,8.729888608,18.62632888,,16.65667872,,11.13029428,0.92441448,26.16684852,0.010872809,0.017563565,0.968998765,0.667918104,0.092609498,12.889618,0.529344095,0.070343584,10.00970832,0.235206631,1.457183473,0.041854536,4.518723191,0.807866388,0.008887348,0.012416916,22.04057385,,4.182820296,,8.540921417,,,2.782981376,2.840045395,,1.088178892,2.882554139,,0,0.170691586,2.332323504,0.804713155,,0.380321832,0.032310178,8.783571883,0.754599099,35.21878335,0.493492038,1.049670403,0.8042676,,11.81415422,0.165645188,1.630492643,1.479513778,2.31233696,,0.212261465,0.101708173,0.636498998,4.153705011,0.003906042,,1.407442088,20.92364315,1.714150861,96.34122446,,0.0169521,2.930758541,21.49053812,0.746612096,,,30.34299947,21.92082745,0.12319562,2.137997955,0.766350953,1.681379615,0.480837131,1.159055757,82.98527096,0.190497411,22.57274867,,1.746109145,0.022420113,8.356609453,,1.068159118,24.19871042,0.004316575,0.181319695,8.426852898,2.974555675,,0.457762768,1.526743887,15.9645193,1.102720254,,0.118030274,0.537853547,0.705660137,,,,,,,1.875229783,0.026573694,1.543279605,,100,8.204257955,,5.427135678,0.036096789,0.245011565,0.09724965,3.048270472,3.013271659,0.199730686,1.881452831,,2.994150365
Marine protected areas (% of territorial waters),2017,0.004929827,4.061909075,0.181504473,5.3571902,1.242239187,0.871881853,,5.406831896,0.074565977,0.236439195,3.211702973,17.06988628,0.022636403,0.833447452,4.324950526,0.034170931,0.122715524,,45.35739604,0.16786746,0.105277967,17.84899253,17.95790555,4.239092566,3.900373621,16.8747529,2.646553915,5.552793973,13.34617183,4.951488842,23.43692392,0,8.374112639,18.62044238,,21.42212112,,10.50996336,0.924879431,45.04579539,0.010831249,0.01577238,28.82717662,0.6677561,0.09740621,12.82172751,0.529571455,0.069677127,10.00941245,0.235115094,4.517865365,0.086250272,4.518739185,0.900143644,0.009067416,0.012712372,23.05999653,,4.157067601,,8.541084909,0,,7.220703716,6.498225993,,1.087825967,3.05732315,,,0.17070585,2.332110624,0.804553421,0,0.380335278,0.032551937,8.794648495,0.754597261,35.5909103,8.233762209,1.049212486,0.804183961,,11.81790064,0.169900822,1.633640322,1.479275644,18.29138066,,0.211428579,0.103342491,0.636429928,4.15343412,0.003878225,,1.544620687,20.91092006,1.71419851,96.59333534,,0.016709309,2.974231434,26.67468616,0.830781615,,,30.3711096,24.25274581,0.123193767,7.424553864,0.766529034,1.68141685,0.481531062,1.159062929,82.98762752,0.190475346,22.57182283,,1.74720504,0.022085517,16.56393475,,1.068391024,24.74852173,0.004315389,1.682327933,23.09630496,2.974560105,,0.458209838,2.494101105,15.96435524,1.114826483,0.013178569,0.118055185,0.537561271,0.705446691,,,,,,,5.830042575,0.026786493,1.543223714,,100,15.21318498,,8.691259724,0.036102786,0.246979556,0.09713326,4.274502665,3.158642493,0.199648311,1.881384458,,2.993862844
Marine protected areas (% of territorial waters),2018,0.004929827,4.061909075,0.181504473,5.3571902,1.242239187,0.871881853,,5.406831896,0.074565977,0.236439195,3.211702973,17.06988628,0.022636403,0.833447452,4.324950526,0.034170931,0.122715524,,45.35739604,0.16786746,0.105277967,17.84899253,17.95790555,4.239104635,3.900352271,16.87476887,2.646553915,5.481847246,13.34617183,4.951488842,22.83476287,0,8.374112639,18.62044238,,21.01215902,,10.50996336,0.924879431,45.04579539,0.010831249,0.01577238,28.82717662,0.6677561,0.09740621,12.82172751,0.529571455,0.069677127,10.00941245,0.235115094,4.517865365,0.086250272,4.518739185,0.900143644,0.009067416,0.012712372,23.01776319,,4.157067601,,8.541084909,0,,7.220710565,6.498236322,,1.087825967,3.05732315,,,0.17070585,2.332110624,0.804553421,0,0.380335278,0.032551937,8.794648495,0.754597261,35.5909103,8.233762209,1.049212486,0.804183961,,11.81790064,0.169900822,1.633640322,1.479275644,18.29138058,,0.211428579,0.103342491,0.636429928,4.15343412,0.003878225,,1.544620687,20.91092006,1.71419851,96.59333534,,0.016709309,2.974231434,26.67468616,0.830781615,,,30.3711096,24.21120774,0.123193767,7.424559062,0.766529034,1.68141685,0.481531062,1.159062929,82.98762752,0.190475346,22.57182283,,1.74720504,0.022085517,16.56393475,,1.068391024,24.70181521,0.004315389,1.682327933,23.09630496,2.974560105,,0.457745802,2.494101105,15.96435524,1.114826483,0.013178569,0.118055185,0.537561271,0.705446691,,,,,,,5.830045571,0.026786493,1.543223714,,,15.21318498,,8.691259724,0.036102786,0.246979556,0.09713326,4.274514946,3.158651045,0.199648311,1.881384458,,2.993862844
Marine protected areas (% of territorial waters),2019,0.00493,4.06265755,0.181504,5.356943,1.242278,2.907388,,5.406831,0.074566,0.236432,3.211738,17.06084,0.022636,2.614376,3.851971,0.038174,0.123078,,45.38045,0.167865,0.034827,17.91984,17.95776,4.151510521,4.744186503,16.8227795,2.646825072,5.737277976,13.34592,4.951488,25.29160023,0,12.68843,18.63492,,22.67675111,,12.11062,0.92488,48.92877,0.010831,0.015772,28.82714,0.667756,0.097406,12.82936,0.52957,0.069679,10.00945,0.235115,4.517861,0.086252,4.51875,0.900141,0.009067,0.018885,23.98500979,0,4.157064,,8.541029,1.463562,,7.732643929,6.950038076,,2.138926223,3.057332,,0,0.170706,2.332142,0.804555,0,0.380436,0.032552,8.77793,0.754596,35.71784,8.233762,1.049212,0.804181,,11.8179,3.977533,2.430444,1.364254,19.58195747,,0.21143,0.103343,0.636429,4.153438,0.003878,,1.544437,21.93094802,1.7142,96.26025,,0.016709,2.974228,26.86234,0.833068,,,30.42272,25.16798292,0.123194,7.431734841,0.766529,1.681414,0.481531,1.159064,100,0.138886,22.57243,,1.747204,0.022085,16.5646,,1.171316437,25.5095499,0.004315,1.682346,23.09595,2.97456,,0.457737427,2.494099,15.96444,1.114824,0.013184,0.11675,0.537563,0.705446,,,,,,,5.840047872,0.026786,1.543224,,100,15.36861,,8.699403,15.65658,0.246989,0.097133,4.186185715,3.158918987,0.199649,1.881387,,2.993857
Marine protected areas (% of territorial waters),2020,0.00493,3.643263525,0.299509,5.356943,1.242278,8.784922,,5.479009,0.072576,0.236432,3.010546,17.1657,0.374477,2.728769,3.852249,0.038174,8.620539,,45.38863,0.167865,0.034789,18.32221,17.95776,4.343322896,4.737947824,17.03919698,8.782886935,10.81756696,13.34592,4.951488,24.97843701,0,12.7587,18.77884,,22.48410269,,11.98687,0.92488,50.35653,0.010831,0.015772,28.82714,0.667756,0.096692,0,0.52957,0.60384,8.988976,0.235115,4.517863,0.098036,4.515592,0.805985,0.018284,0.018885,24.73508633,0,4.577913,,8.99141,1.463562,,9.756295642,8.545333076,,2.038331252,3.0576,,0,0.170706,2.331836,0.804555,0,0.421106,0.042507,9.735907,0.754596,0.982071,8.233667,50.72809,0.762877,,11.8179,3.977533,2.455245,1.364254,19.6958562,,0.21143,0.103343,0.633679,4.153438,0.003878,,3.305017,23.03906424,1.7142,96.26025,,0.016709,3.392359,26.86295,1.534445,,,30.42154,25.90447772,0.123194,7.483761624,0.766529,11.5708,0.481531,1.159064,100,0.138886,22.57247,,1.813428,0.022085,16.81832,,1.173811041,26.33673764,0.004315,2.292062,23.09858,2.97456,,0.45773855,2.494099,15.96444,1.114824,0.013184,0.11675,0.537563,0.707033,,0,,,,,5.889869785,0.026786,1.543224,,2.313674,15.37623,,8.699418,32.81502,0.246989,0.097133,4.379608682,9.123998385,0.199649,4.370125,,2.993857
Marine protected areas (% of territorial waters),2021,0.004929823,3.647662529,0.299942076,5.356942654,1.242277741,8.857775688,,5.479008675,0.072575644,0.236431941,3.010546446,17.16570282,0.374477267,2.728768587,3.852249146,0.038173836,8.620538712,,45.46042633,0.167864516,0.034776829,18.32213974,17.95775986,4.409410161,4.83618408,18.34825351,8.434458742,10.72647195,13.34592247,4.951487541,24.87716535,0,12.75744438,18.77870941,,22.46855235,,11.98700523,0.924879611,49.82694626,0.010831232,0.01577238,28.82713699,0.667755842,0.09669181,0,0.52972877,0.603840232,8.988976479,0.235114738,4.51787138,0.098035686,4.513874531,0.805985153,0.0197942,0.018885171,19.28066502,,4.577913284,,8.987750053,1.474483371,,9.679258927,8.485242931,,2.038331253,3.057600498,,,0.240883142,2.331835985,0.80455476,0,0.424580783,0.042506821,9.735966682,0.754464388,0.982071519,13.89171028,50.72809219,0.762877524,,11.81516457,3.977533102,2.455245018,1.364254355,19.69587181,,0.225288525,0.103342623,0.633679271,4.153437614,0.003878224,,5.556128502,12.78978326,1.714199662,96.26024628,,0.016709292,3.39235878,26.85873413,9.948864937,,0,30.42153931,20.2982892,0.329986572,7.48398914,0.766529322,26.84472847,0.481531292,1.744403958,100,0.138885811,22.57246971,,1.817150354,0.022085465,16.81914139,,1.173416443,20.09556492,0.042181484,2.292061567,23.09858322,2.243342161,,0.511427003,2.494098663,15.96443939,1.851562619,0.013184012,0.116749495,1.627439499,0.707033455,,0,,,,,5.88997813,0.026786458,1.543223858,,2.31366992,15.76342773,,8.699419975,32.8150177,0.246988833,0.097133152,4.446244253,8.78536679,0.199649096,4.443102837,,2.993856668
Marine protected areas (% of territorial waters),2022,0.0049298,,0.2999421,5.3569427,21.1257343,9.0630465,,5.4790087,0.0725756,0.2364319,3.0105464,17.0900021,0.3744773,28.9516144,3.8522491,0.0381738,8.6205378,,45.4581184,0.1678645,0.0333271,18.3222065,17.276762,,,,,,19.1484432,4.9514875,,0,12.7854223,18.7789497,,,,11.9924765,0.9248796,49.8158798,0.0108312,0.0157724,28.827137,0.6677558,0.0966918,0,0.5297288,0.6038402,8.9889765,0.2351147,4.5178628,0.0980357,4.5155921,0.8059852,0.0197942,0.0188852,,,4.5779133,,8.9877367,1.4744834,,,,,,3.0576005,,,0.2408831,2.3319521,0.8045548,0,0.4272036,0.0425068,10.611516,0.7716407,0.9820715,13.8917103,50.7280922,0.7314262,,11.8151646,3.9775331,2.455245,1.3642544,,,0.2252885,0.1033426,0.6336793,4.1534376,0.0038782,,5.5561285,,1.7141997,96.2602463,,0.0167093,3.3923588,26.8632526,9.8145514,,0,30.4215393,,0.3299866,,0.7665293,26.8447285,7.9589729,1.744404,100,0.1388858,22.5724697,,1.8171504,0.0220855,16.9033108,,,,0.0421815,2.2920616,23.0985832,2.2433422,,,2.4940987,15.9644394,1.8515626,0.013184,0.1167495,1.6274395,0.7070335,,0,,,,,,0.0267865,1.5432239,,2.324218,15.8150454,,8.69942,32.8150177,0.2469888,0.0971332,,,0.1996491,4.4431028,,2.9938567
